Protein.Group,Protein.Ids,Protein.Names,Genes,Peptides,First.Protein.Description,EctoNanogAbk1,EctoNanogAbk2,EctoNanogAbk3,EctoNanogBock1,EctoNanogBock2,EctoNanogBock3,ESCNanogAbk1,ESCNanogAbk2,ESCNanogAbk3,ESCNanogBock1,ESCNanogBock2,ESCNanogBock3
Q12906-7,Q12906-2;Q12906-3;Q12906-4;Q12906-5;Q12906-6;Q12906-7;Q96SI9-2;Q12906;Q96SI9,ILF3-7_HUMAN,ILF3,29,"Isoform of Q12906, Isoform 7 of Interleukin enhancer-binding factor 3",4494880,4530440,4405090,2802280,2341150,1833600,2764020,2771120,2687640,1487870,1041840,1723520
Q12907,D6RBV2;D6RDX1;D6RIU4;Q12907,LMAN2_HUMAN,LMAN2,5,Vesicular integral-membrane protein VIP36,361323,507356,364763,,,,352628,362732,311656,,,239447
Q12931;Q12931-2,I3L0K7;I3L239;I3L2D5;Q12931-2;Q12931,TRAP1-2_HUMAN;TRAP1_HUMAN,TRAP1,19,"Heat shock protein 75 kDa, mitochondrial",1077780,1089810,1160130,,,,877071,957543,917487,,,
Q12955;Q12955-4;Q12955-5;Q12955-6;Q12955-7,A0A087WTF3;A0A087WZ65;Q12955-4;Q12955-5;Q12955-6;Q12955-7;Q12955,ANK3-4_HUMAN;ANK3-5_HUMAN;ANK3-6_HUMAN;ANK3-7_HUMAN;ANK3_HUMAN,ANK3,1,Ankyrin-3,,,,,,,,,,,,
Q12959;Q12959-2;Q12959-3;Q12959-4;Q12959-5;Q12959-6;Q12959-7;Q12959-8;Q12959-9,A0A0C4DFT3;B4E2H8;C9IYP1;E7EQD7;H7C166;Q12959-2;Q12959-3;Q12959-4;Q12959-5;Q12959-6;Q12959-7;Q12959-8;Q12959-9;Q12959,DLG1-2_HUMAN;DLG1-3_HUMAN;DLG1-4_HUMAN;DLG1-5_HUMAN;DLG1-6_HUMAN;DLG1-7_HUMAN;DLG1-8_HUMAN;DLG1-9_HUMAN;DLG1_HUMAN,DLG1,2,Disks large homolog 1,,,73215.9,,,,,,,,,
Q12996,E9PLP8;Q12996-2;Q12996,CSTF3_HUMAN,CSTF3,5,Cleavage stimulation factor subunit 3,,,,,,,,,,,,
Q13011,M0QZW4;M0R248;Q13011,ECH1_HUMAN,ECH1,8,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",358498,330424,328022,,,,224184,178924,188582,,,
Q13085;Q13085-2;Q13085-3;Q13085-4,Q13085-2;Q13085-3;Q13085-4;Q59FY4;Q13085,ACACA-2_HUMAN;ACACA-3_HUMAN;ACACA-4_HUMAN;ACACA_HUMAN,ACACA,13,Acetyl-CoA carboxylase 1,,,,,,,229647,178152,146035,,,
Q13098;Q13098-5;Q13098-7,A0A096LP07;A0A096LPJ3;A8K070;C9JFE4;J3QQX0;Q13098-5;Q13098-7;Q13098,CSN1-5_HUMAN;CSN1-7_HUMAN;CSN1_HUMAN,GPS1,2,COP9 signalosome complex subunit 1,,,,,,,,,62349.6,,,
Q13112,Q13112,CAF1B_HUMAN,CHAF1B,3,Chromatin assembly factor 1 subunit B,,174112,200656,190526,,,,148488,,,,
Q13123,A0A0C4DGW5;Q13123,RED_HUMAN,IK,10,Protein Red,545243,569118,500579,419164,,,144278,129557,140133,,,
Q13126;Q13126-2;Q13126-3;Q13126-4;Q13126-5;Q13126-6;Q13126-7,B4DUC8;F8WES2;J3QSB7;Q13126-2;Q13126-3;Q13126-4;Q13126-5;Q13126-6;Q13126-7;F2Z2F3;Q13126,MTAP-2_HUMAN;MTAP-3_HUMAN;MTAP-4_HUMAN;MTAP-5_HUMAN;MTAP-6_HUMAN;MTAP-7_HUMAN;MTAP_HUMAN,MTAP,1,S-methyl-5'-thioadenosine phosphorylase,,,,,,,217406,,211553,,,
Q13148,A0A087WV68;A0A087WX29;A0A087WXQ5;A0A087WYY0;A0A087X260;A0A0A0N0M3;B1AKP7;G3V162;K7EJM5;K7EN94;Q13148,TADBP_HUMAN,TARDBP,6,TAR DNA-binding protein 43,187778,192660,169344,,,,149041,99473.9,129334,258884,,
Q13151,Q13151,ROA0_HUMAN,HNRNPA0,9,Heterogeneous nuclear ribonucleoprotein A0,2267210,2118400,2179890,1334180,1087020,751912,1201020,1339560,1098960,910245,542617,797524
Q13153;Q13153-2,B3KNX7;E9PM17;H0YCM0;Q13153-2;Q13153,PAK1-2_HUMAN;PAK1_HUMAN,PAK1,3,Serine/threonine-protein kinase PAK 1,,,,,,,,148567,159784,,,
Q13155,A8MU58;Q13155-2;Q13155,AIMP2_HUMAN,AIMP2,3,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,,57263.3,,,,,84045.8,,,,,
Q13162,H7C3T4;Q13162,PRDX4_HUMAN,PRDX4,5,Peroxiredoxin-4,1241290,855742,1230060,385225,374373,,750492,840048,799920,,,324052
Q13177,A0A087X294;B3KNX7;E9PM17;H0YCG5;H7C1X3;O75914-2;O75914-3;O75914-4;Q13153-2;O75914;Q13153;Q13177,PAK2_HUMAN,PAK2,2,Serine/threonine-protein kinase PAK 2,,,,,,,,,,,,
Q13185,Q13185,CBX3_HUMAN,CBX3,10,Chromobox protein homolog 3,1936270,1616890,1773480,1731240,1620070,1425160,4293590,3564960,3814520,1983030,1645130,1680860
Q13200;Q13200-3,Q13200-2;Q13200-3;Q13200,PSMD2-3_HUMAN;PSMD2_HUMAN,PSMD2,15,26S proteasome non-ATPase regulatory subunit 2,231929,219250,223545,134210,,,455140,460854,493817,316056,140893,247101
Q13206,A0A3B3ISR7;E9PIF2;Q13206,DDX10_HUMAN,DDX10,4,Probable ATP-dependent RNA helicase DDX10,,,,,,,,,,,,
Q13228;Q13228-4,A6PVX1;F2Z2W8;F8WCR4;Q13228-2;Q13228-4;Q13228,SBP1-4_HUMAN;SBP1_HUMAN,SELENBP1,12,Methanethiol oxidase,,,,,,,1720460,,2341950,,,
Q13242,Q13242,SRSF9_HUMAN,SRSF9,16,Serine/arginine-rich splicing factor 9,5290870,5111180,4808270,7085800,4803300,3123170,1730690,1634280,1686470,1152320,1075420,1866390
Q13243,Q13243-3;Q13243,SRSF5_HUMAN,SRSF5,6,Serine/arginine-rich splicing factor 5,195206,258066,211624,168099,,,174853,99506.8,112165,,,
Q13247;Q13247-3,A0A0D9SEM4;A0A0D9SGD2;Q13247-2;Q13247-3;Q08170;Q13247,SRSF6-3_HUMAN;SRSF6_HUMAN,SRSF6,16,Serine/arginine-rich splicing factor 6,12083800,14113800,12642100,16484700,12097800,13375900,7650170,7297880,7107640,6459070,3733540,5612080
Q13257,Q13257,MD2L1_HUMAN,MAD2L1,2,Mitotic spindle assembly checkpoint protein MAD2A,,205036,201647,,,,351130,323202,286460,,,
Q13263,Q13263-2;Q13263,TIF1B_HUMAN,TRIM28,21,Transcription intermediary factor 1-beta,755713,731955,695219,626683,413703,354463,1486590,1390140,1363420,768873,329914,529355
Q13283,D6R9A4;D6R9X5;D6RAC7;D6RB17;D6RBM9;D6RBR0;D6RBW8;D6RE13;D6REX8;D6RGJ4;E5RH00;E5RH42;E5RI46;E5RIF8;E5RIZ6;E5RJU8;Q13283-2;Q9UN86-2;Q13283;Q9UN86,G3BP1_HUMAN,G3BP1,10,Ras GTPase-activating protein-binding protein 1,409212,396799,335860,168341,158623,,766671,745512,687707,427213,257609,475752
Q13296;Q13296-2,Q13296-2;Q6NX70;Q13296,SG2A2-2_HUMAN;SG2A2_HUMAN,SCGB2A2,1,Mammaglobin-A,,,590910,,707566,,,,,1958130,,311661
Q13308;Q13308-2;Q13308-6,Q13308-2;Q13308-3;Q13308-5;Q13308-6;Q13308,PTK7-2_HUMAN;PTK7-6_HUMAN;PTK7_HUMAN,PTK7,11,Inactive tyrosine-protein kinase 7,425065,423829,440990,308686,,,189316,224256,259927,,,
Q13310-2;Q13310-3,B1ANR0;H0Y5F5;H0YEU6;Q13310-2;Q13310-3;Q13310,PABP4-2_HUMAN;PABP4-3_HUMAN,PABPC4,8,"Isoform of Q13310, Isoform 2 of Polyadenylate-binding protein 4",266257,228435,228992,,,,518165,540483,518831,,,
Q13330;Q13330-3,E7ESY4;Q13330-2;Q13330-3;Q13330,MTA1-3_HUMAN;MTA1_HUMAN,MTA1,15,Metastasis-associated protein MTA1,236529,247136,232357,259353,,,106188,163003,150544,,,162117
Q13347,Q13347,EIF3I_HUMAN,EIF3I,10,Eukaryotic translation initiation factor 3 subunit I,275784,304167,330933,,,,667004,899029,801718,722288,452479,758042
Q13363;Q13363-2,D6RAX2;H0Y8W7;H0Y9M9;Q13363-2;Q13363,CTBP1-2_HUMAN;CTBP1_HUMAN,CTBP1,4,C-terminal-binding protein 1,,,,,,,,,74161.4,,,
Q13404;Q13404-1;Q13404-2;Q13404-7,A0A0A0MSL3;G3V2F7;Q13404-1;Q13404-2;Q13404-6;Q13404-7;I3L0A0;Q13404,UB2V1-1_HUMAN;UB2V1-2_HUMAN;UB2V1-7_HUMAN;UB2V1_HUMAN,UBE2V1,2,Ubiquitin-conjugating enzyme E2 variant 1,261512,295518,249239,,,,697102,842555,702934,,,
Q13405,H0YDP7;Q13405,RM49_HUMAN,MRPL49,3,"39S ribosomal protein L49, mitochondrial",187380,228540,219526,,,,,79866.5,417194,,,
Q13409-2;Q13409-3;Q13409-6,E7EMU4;E7EQL5;E7EQU2;E7ERH4;E7ERR6;E7ESD3;E7ET01;E7ETL8;E7EUM4;E7EV09;E9PGG1;Q13409-2;Q13409-3;Q13409-5;Q13409-6;Q13409-7;Q13409,DC1I2-2_HUMAN;DC1I2-3_HUMAN;DC1I2-6_HUMAN,DYNC1I2,4,"Isoform of Q13409, Isoform 2B of Cytoplasmic dynein 1 intermediate chain 2",,97849.9,,,,,117878,,110360,,,
Q13423,E9PCX7;H0Y8P5;Q13423,NNTM_HUMAN,NNT,9,"NAD(P) transhydrogenase, mitochondrial",,,,,,,,,,,,
Q13427,C9J679;C9JN15;C9JT64;E9PG73;Q13427-2;Q13427,PPIG_HUMAN,PPIG,10,Peptidyl-prolyl cis-trans isomerase G,694122,763909,748975,440188,282417,,394931,339949,373679,,,426134
Q13428;Q13428-3;Q13428-4,A0A3B3IS06;E7ETY2;H0Y8Y7;J3KQ96;Q13428-2;Q13428-3;Q13428-4;Q13428-5;Q13428-6;Q13428-7;Q13428-8;Q13428,TCOF-3_HUMAN;TCOF-4_HUMAN;TCOF_HUMAN,TCOF1,21,Treacle protein,245080,237357,273831,333470,,,222052,238661,174913,,,
Q13432;Q13432-2,C9JSK0;K7EJU3;K7EN86;Q13432-2;A6NIH7;Q13432,U119A-2_HUMAN;U119A_HUMAN,UNC119,1,Protein unc-119 homolog A,,,,,,,,,,,,
Q13435,E9PPJ0;H0YEX5;Q13435,SF3B2_HUMAN,SF3B2,23,Splicing factor 3B subunit 2,1328610,1318010,1283930,1018960,830610,1077170,648470,716345,696600,554628,396169,528912
Q13442,Q13442,HAP28_HUMAN,PDAP1,5,28 kDa heat- and acid-stable phosphoprotein,93577.1,123856,85192.9,,,,361420,274436,311118,,,
Q13445,K7EIN4;K7EQ63;Q13445,TMED1_HUMAN,TMED1,1,Transmembrane emp24 domain-containing protein 1,,,,,,,,,,,,
Q13492;Q13492-2;Q13492-3;Q13492-4;Q13492-5,Q13492-2;Q13492-3;Q13492-4;Q13492-5;Q13492,PICAL-2_HUMAN;PICAL-3_HUMAN;PICAL-4_HUMAN;PICAL-5_HUMAN;PICAL_HUMAN,PICALM,3,Phosphatidylinositol-binding clathrin assembly protein,,,,,,,,,,,,
Q13505;Q13505-2;Q13505-3,A0A0C4DFQ1;Q13505-2;Q13505-3;Q13505,MTX1-2_HUMAN;MTX1-3_HUMAN;MTX1_HUMAN,MTX1,1,Metaxin-1,,,,,,,,,,,,
Q13509,G3V2A3;Q13509-2;A0A0B4J269;Q13509,TBB3_HUMAN,TUBB3,2,Tubulin beta-3 chain,,,,,,,178642,,133510,,,
Q13510;Q13510-2,A0A1B0GTM3;A0A1B0GTP7;A0A1B0GTZ5;A0A1B0GUA4;A0A1B0GUE3;A0A1B0GUG1;A0A1B0GUH5;A0A1B0GUW4;A0A1B0GV06;A0A1B0GW68;E7EMM4;Q13510-2;Q13510-3;Q13510,ASAH1-2_HUMAN;ASAH1_HUMAN,ASAH1,2,Acid ceramidase,100698,123095,168032,,,,90177.9,78343.8,91098.4,,,402939
Q13523,H0YDJ3;Q13523,PRP4B_HUMAN,PRPF4B,3,Serine/threonine-protein kinase PRP4 homolog,,,,,,,,,,,,
Q13547,Q5TEE2;Q13547,HDAC1_HUMAN,HDAC1,2,Histone deacetylase 1,283236,313055,,,,,,,102275,,,
Q13561;Q13561-2;Q13561-3,F8VRV7;F8VW18;F8W0U6;F8W1I6;Q13561-2;Q13561-3;Q13561,DCTN2-2_HUMAN;DCTN2-3_HUMAN;DCTN2_HUMAN,DCTN2,7,Dynactin subunit 2,,,,,,,218502,190351,162570,,,
Q13564;Q13564-2;Q13564-3;Q13564-4,Q13564-2;Q13564-3;Q13564-4;Q13564,ULA1-2_HUMAN;ULA1-3_HUMAN;ULA1-4_HUMAN;ULA1_HUMAN,NAE1,4,NEDD8-activating enzyme E1 regulatory subunit,,,82301.5,,,,111298,,127395,,,
Q13572,G3V4M9;Q13572,ITPK1_HUMAN,ITPK1,1,Inositol-tetrakisphosphate 1-kinase,,,,,,,,,,,,
Q13573,G3V3A4;G3V4X8;Q13573,SNW1_HUMAN,SNW1,11,SNW domain-containing protein 1,843371,795322,780167,1094690,709877,688167,305592,320338,264788,221329,79774.2,201499
Q13586;Q13586-2,E9PIQ8;E9PNJ4;G0XQ39;Q13586-2;Q13586,STIM1-2_HUMAN;STIM1_HUMAN,STIM1,1,Stromal interaction molecule 1,,,,,,,,,,,,
Q13595,Q13595-2;Q13595-3;Q13595-4;Q13595,TRA2A_HUMAN,TRA2A,9,Transformer-2 protein homolog alpha,1126880,1156010,1005460,1094510,987019,1429970,418157,295618,267324,,,291510
Q13601;Q13601-2,Q13601-2;Q13601,KRR1-2_HUMAN;KRR1_HUMAN,KRR1,2,KRR1 small subunit processome component homolog,154531,293266,223795,187615,,,179637,,1161380,,,
Q13610,B4DJV5;Q13610,PWP1_HUMAN,PWP1,5,Periodic tryptophan protein 1 homolog,,,,,,,,239605,241450,,144046,254652
Q13618;Q13618-2;Q13618-3,Q13618-2;Q13618-3;Q13618,CUL3-2_HUMAN;CUL3-3_HUMAN;CUL3_HUMAN,CUL3,1,Cullin-3,,,,,,,152730,,160627,,,
Q13619,A0A0A0MR50;K4DI93;Q13619-2;Q13620-1;Q13620-3;Q13619;Q13620,CUL4A_HUMAN,CUL4A,2,Cullin-4A,,,,,,,,,,,,
Q13630,A0A0J9YX13;E9PKL9;E9PLH9;E9PP14;E9PP60;Q13630,FCL_HUMAN,TSTA3,1,GDP-L-fucose synthase,,,,,,,,,,,,
Q13642-1;Q13642-4;Q13642-5,A0A0D9SFB0;A0A0D9SFI6;A0A0D9SFZ9;A0A494C0D6;Q13642-1;Q13642-3;Q13642-4;Q13642-5;Q5JXH7;Q5JXH8;Q5JXH9;Q5JXI2;Q5JXI3;Q5JXI8;Q13642,FHL1-1_HUMAN;FHL1-4_HUMAN;FHL1-5_HUMAN,FHL1,2,"Isoform of Q13642, Isoform 1 of Four and a half LIM domains protein 1",,,,,,,,,,,,
Q13685,C9JEH3;C9JG97;C9JTS3;Q13685,AAMP_HUMAN,AAMP,1,Angio-associated migratory cell protein,,,,,,,,60180,,,,
Q13724;Q13724-2,A0A3B3IRK6;A0A3B3IRW2;C9J8D4;Q13724-2;Q13724,MOGS-2_HUMAN;MOGS_HUMAN,MOGS,9,Mannosyl-oligosaccharide glucosidase,,,182171,,,,,97524.1,,,,
Q13740;Q13740-2,F5GXJ9;Q13740-2;Q13740,CD166-2_HUMAN;CD166_HUMAN,ALCAM,2,CD166 antigen,,,,,,,,,,,,
Q13769,C9JCL9;C9JXG5;C9JXU6;F5GZF3;F8WCP5;H7C441;Q13769,THOC5_HUMAN,THOC5,7,THO complex subunit 5 homolog,136711,124743,127942,,,,,,,,,
Q13813;Q13813-2,A0A0D9SF54;A0A0D9SGF6;Q13813-2;Q13813-3;Q13813,SPTN1-2_HUMAN;SPTN1_HUMAN,SPTAN1,53,"Spectrin alpha chain, non-erythrocytic 1",409298,429010,381404,349087,250689,,388254,344090,439444,,,166044
Q13823,Q13823,NOG2_HUMAN,GNL2,4,Nucleolar GTP-binding protein 2,572953,721274,571923,,,,,,182100,157299,,
Q13825;Q13825-2,Q13825-2;Q13825,AUHM-2_HUMAN;AUHM_HUMAN,AUH,3,"Methylglutaconyl-CoA hydratase, mitochondrial",148502,131371,159944,,,,,,,,,
Q13835-2,Q13835-2;Q13835,PKP1-2_HUMAN,PKP1,23,"Isoform of Q13835, Isoform 1 of Plakophilin-1",784105,393838,377022,779456,1481220,950968,1641620,770848,1903840,1690090,1151430,1137780
Q13838;Q13838-2,A0A0A0MT12;A0A0G2JJL7;A0A0G2JJZ9;A0A140T973;A0A140T996;A0A140T9K1;A0A140T9K2;A0A140T9L4;A0A140T9N3;A0A140T9X3;A0A140T9X9;A0A140TA18;F6QYI9;F6R6M7;F6S4E6;F6TRA5;F6UJC5;F6WLT2;Q13838-2;Q5STU3;Q13838,DX39B-2_HUMAN;DX39B_HUMAN,DDX39B,15,Spliceosome RNA helicase DDX39B,2360650,2451860,2209730,694888,750122,1119040,2175580,1834120,2471130,453851,,651147
Q13867,J3KS79;K7ENH5;K7ES02;Q13867,BLMH_HUMAN,BLMH,7,Bleomycin hydrolase,876470,630516,755194,,,,608283,359061,755397,,,2240930
Q13868,A3KFL1;A3KFL2;A3KFL5;Q13868-2;Q13868-3;Q13868,EXOS2_HUMAN,EXOSC2,6,Exosome complex component RRP4,258528,166322,180941,,,,209058,,254574,,,
Q13885,Q13885,TBB2A_HUMAN,TUBB2A,1,Tubulin beta-2A chain,,109201,110860,,,,1093350,618344,1001640,243878,238466,393825
Q13895,F8WBL2;Q13895,BYST_HUMAN,BYSL,6,Bystin,,,,,,,81848.2,,90941.6,,,
Q13901,J3KPZ4;Q13901,C1D_HUMAN,C1D,1,Nuclear nucleic acid-binding protein C1D,403161,365041,383879,,,,,,84191.1,,,
Q13907;Q13907-2,Q13907-2;Q13907,IDI1-2_HUMAN;IDI1_HUMAN,IDI1,1,Isopentenyl-diphosphate Delta-isomerase 1,,,,,,,179616,160295,,,,
Q14008;Q14008-2;Q14008-3,Q14008-2;Q14008-3;Q14008,CKAP5-2_HUMAN;CKAP5-3_HUMAN;CKAP5_HUMAN,CKAP5,7,Cytoskeleton-associated protein 5,,,,,,,,47410.3,,,,
Q14011,D6W5Y5;K7EJV1;K7EJV5;K7ELT6;K7ELV6;K7EMY9;K7ENX8;K7EPM4;K7EQR7;K7ER40;Q14011-2;Q14011,CIRBP_HUMAN,CIRBP,3,Cold-inducible RNA-binding protein,324567,,,,,,211741,159412,427426,,,
Q14019,Q14019,COTL1_HUMAN,COTL1,3,Coactosin-like protein,132697,111175,140616,,,,249037,206267,254740,,,
Q14061,C9J8T6;Q14061,COX17_HUMAN,COX17,2,Cytochrome c oxidase copper chaperone,859168,836291,623121,,,,589342,751802,539459,,,
Q14103-2;Q14103-4,D6RBQ9;Q14103-2;Q14103-4,HNRPD-2_HUMAN;HNRPD-4_HUMAN,HNRNPD,1,"Isoform of Q14103, Isoform 2 of Heterogeneous nuclear ribonucleoprotein D0",,,,,,,,,,,,
Q14103;Q14103-3,H0Y8G5;H0YA96;Q14103-2;Q14103-3;Q14103-4;Q14103,HNRPD-3_HUMAN;HNRPD_HUMAN,HNRNPD,13,Heterogeneous nuclear ribonucleoprotein D0,5279490,6335580,5905870,2967000,2486490,1687590,3354350,4060370,2970660,650499,671212,729605
Q14108;Q14108-2,A0A1W2PNX7;A0A1W2PPU6;A0A1W2PPX5;A0A1W2PQB7;A0A1W2PQR6;A0A1W2PRS1;A0A1W2PS43;A0A1W2PS70;A0A1W2PSE4;D6RDG0;Q14108-2;Q14108,SCRB2-2_HUMAN;SCRB2_HUMAN,SCARB2,2,Lysosome membrane protein 2,,,,,,,,,,,,
Q14116;Q14116-2,Q14116-2;Q14116,IL18-2_HUMAN;IL18_HUMAN,IL18,2,Interleukin-18,,,,,,,,,,,,
Q14126,Q14126,DSG2_HUMAN,DSG2,9,Desmoglein-2,153770,125374,96976.3,,,,165224,162359,140441,,,
Q14134;Q14134-2,E9PIQ2;E9PRL4;H0YD78;H0YF27;Q14134-2;Q14134,TRI29-2_HUMAN;TRI29_HUMAN,TRIM29,8,Tripartite motif-containing protein 29,,,,,,,109868,,239770,,,
Q14137;Q14137-2,A0A075B729;Q14137-2;Q14137,BOP1-2_HUMAN;BOP1_HUMAN,BOP1,5,Ribosome biogenesis protein BOP1,,43447.3,,,,,137302,,117423,,,43522.6
Q14151,Q14151,SAFB2_HUMAN,SAFB2,5,Scaffold attachment factor B2,,,131979,137913,,,,,,,,
Q14152;Q14152-2,Q14152-2;Q14152,EIF3A-2_HUMAN;EIF3A_HUMAN,EIF3A,16,Eukaryotic translation initiation factor 3 subunit A,133496,178180,,92542.3,,,317368,288731,407063,,,140282
Q14157;Q14157-1;Q14157-3;Q14157-4;Q14157-5,F8W726;Q14157-1;Q14157-3;Q14157-4;Q14157-5;Q5VU77;Q5VU78;Q5VU79;Q5VU80;Q5VU81;Q14157,UBP2L-1_HUMAN;UBP2L-3_HUMAN;UBP2L-4_HUMAN;UBP2L-5_HUMAN;UBP2L_HUMAN,UBAP2L,4,Ubiquitin-associated protein 2-like,,,,,,,,62989.2,111170,,,
Q14160;Q14160-2;Q14160-3,A0A0G2JMS7;A0A0G2JNZ2;A0A0G2JPP5;Q14160-2;Q14160-3;Q14160,SCRIB-2_HUMAN;SCRIB-3_HUMAN;SCRIB_HUMAN,SCRIB,3,Protein scribble homolog,,,,,,,,,,,,
Q14165,F5GX14;F5H1S8;Q14165,MLEC_HUMAN,MLEC,5,Malectin,256905,199831,202345,,,,177615,159245,197887,,,
Q14166,Q14166,TTL12_HUMAN,TTLL12,4,Tubulin--tyrosine ligase-like protein 12,,,,,,,178574,169108,170837,,,
Q14184,A0A0G2JKH4;Q14184,DOC2B_HUMAN,DOC2B,1,Double C2-like domain-containing protein beta,3395860,,3787110,3026310,5211120,8935010,,4832750,2538430,5575220,4173860,3972280
Q14194,E9PD68;Q14194-2;Q14194,DPYL1_HUMAN,CRMP1,6,Dihydropyrimidinase-related protein 1,76341.8,77535.7,81947.1,,,,238992,274435,212440,,,
Q14195-2,Q14195-2,DPYL3-2_HUMAN,DPYSL3,23,"Isoform of Q14195, Isoform LCRMP-4 of Dihydropyrimidinase-related protein 3",1876200,1905350,1979010,774769,935424,641212,2119850,2133350,1919320,1491200,,638032
Q14197,J3KS15;Q14197,ICT1_HUMAN,MRPL58,4,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",493038,407022,501870,,,,272789,274083,244305,,,103471
Q14203-6,E7EX90;Q14203-2;Q14203-3;Q14203-4;Q14203-5;Q14203-6;E7EWF7;Q14203,DCTN1-6_HUMAN,DCTN1,1,"Isoform of Q14203, Isoform 6 of Dynactin subunit 1",,,,,,,,,,,,
Q14204,A0A2R8YFZ7;A0A2R8YGC7;Q14204,DYHC1_HUMAN,DYNC1H1,46,Cytoplasmic dynein 1 heavy chain 1,73577.5,,,,,,249333,218918,244322,116844,,67153
Q14210,Q14210,LY6D_HUMAN,LY6D,2,Lymphocyte antigen 6D,89737.2,98306.2,,,322360,,185502,107120,,347389,259020,226858
Q14244;Q14244-2;Q14244-3,A0A087WZ40;Q14244-2;Q14244-3;Q14244-4;Q14244-5;Q14244-6;Q14244-7;Q14244,MAP7-2_HUMAN;MAP7-3_HUMAN;MAP7_HUMAN,MAP7,3,Ensconsin,,,,,,,77282.3,76470.4,68461.1,,,
Q14247,Q14247-2;Q14247-3;Q14247,SRC8_HUMAN,CTTN,12,Src substrate cortactin,243081,315722,313621,84225.1,,,313230,360150,332052,,,
Q14254,E7EMK3;J3QLD9;Q14254,FLOT2_HUMAN,FLOT2,10,Flotillin-2,255499,,67772.3,,,,,63887.1,,,,
Q14257;Q14257-2,A8MXP8;Q14257-2;Q14257,RCN2-2_HUMAN;RCN2_HUMAN,RCN2,4,Reticulocalbin-2,,,,,,,,,,,,
Q14318-2,A0A0A0MTJ1;Q14318-2;Q14318-3;U3KQI1;Q14318,FKBP8-2_HUMAN,FKBP8,6,"Isoform of Q14318, Isoform 2 of Peptidyl-prolyl cis-trans isomerase FKBP8",163568,146706,172141,,,,114815,139072,141162,,,
Q14320,Q14320,FA50A_HUMAN,FAM50A,1,Protein FAM50A,,,,,,,,,,,,
Q14331,E9PRR7;Q14331,FRG1_HUMAN,FRG1,1,Protein FRG1,,,,,,,,,,,,
Q14344,Q03113;Q14344,GNA13_HUMAN,GNA13,1,Guanine nucleotide-binding protein subunit alpha-13,,,,,,893914,,,,,,
Q14444;Q14444-2,E9PLA9;G3V153;Q14444-2;Q14444,CAPR1-2_HUMAN;CAPR1_HUMAN,CAPRIN1,5,Caprin-1,98657,,59844.5,,,,,182494,187379,,,
Q14498;Q14498-2,A0A0U1RQH7;G3XAC6;H0Y4X3;Q14498-2;Q14498-3;Q5QP23;Q14498,RBM39-2_HUMAN;RBM39_HUMAN,RBM39,11,RNA-binding protein 39,383109,482758,362911,624125,403987,,494267,536927,483740,,,392079
Q14525,Q14525,KT33B_HUMAN,KRT33B,9,"Keratin, type I cuticular Ha3-II",,1055290,571234,171187,,,89354800,1029260,57244900,,,347821
Q14532,Q14532,K1H2_HUMAN,KRT32,3,"Keratin, type I cuticular Ha2",,,,,,,3854270,,4434790,,,
Q14533,A0A087X106;Q14533,KRT81_HUMAN,KRT81,2,"Keratin, type II cuticular Hb1",,,,,,,,348346,,,,
Q14534,E7EVQ6;H0YBN7;Q14534,ERG1_HUMAN,SQLE,2,Squalene monooxygenase,,,,,,,,130445,91833.2,,,
Q14554,C9JY10;Q14554-2;Q14554,PDIA5_HUMAN,PDIA5,1,Protein disulfide-isomerase A5,100292,,107305,,,,,,,,,
Q14562,F5H658;Q14562,DHX8_HUMAN,DHX8,3,ATP-dependent RNA helicase DHX8,,,,,,,,,,,,
Q14566,Q14566,MCM6_HUMAN,MCM6,25,DNA replication licensing factor MCM6,161156,202077,201429,109774,,,468082,463875,444031,,,72159.4
Q14574;Q14574-2,Q14574-2;Q14574,DSC3-2_HUMAN;DSC3_HUMAN,DSC3,2,Desmocollin-3,199447,204468,242997,96750.1,374285,,91073.3,151190,172300,269514,234246,529409
Q14667;Q14667-2,K7EQ86;Q08E86;Q14667-2;Q14667,K0100-2_HUMAN;K0100_HUMAN,KIAA0100,1,Protein KIAA0100,,,,,,,,,,,,
Q14669;Q14669-2;Q14669-3;Q14669-4,Q14669-2;Q14669-3;Q14669-4;Q14669,TRIPC-2_HUMAN;TRIPC-3_HUMAN;TRIPC-4_HUMAN;TRIPC_HUMAN,TRIP12,1,E3 ubiquitin-protein ligase TRIP12,,,,,,,,,,,,
Q14671;Q14671-2;Q14671-3,A0A0A0MR59;A0A0C4DG68;E9PR38;H0YDK8;H0YEH2;Q14671-2;Q14671-3;Q14671-4;Q5T1Z4;Q5T1Z8;Q8TB72-2;Q8TB72-3;Q8TB72-4;Q14671;Q8TB72,PUM1-2_HUMAN;PUM1-3_HUMAN;PUM1_HUMAN,PUM1,2,Pumilio homolog 1,,,92899.8,,,,85572.1,128860,87973.6,,,
Q14676;Q14676-2;Q14676-3,A2AB05;Q14676-2;Q14676-3;Q14676-4;Q14676,MDC1-2_HUMAN;MDC1-3_HUMAN;MDC1_HUMAN,MDC1,6,Mediator of DNA damage checkpoint protein 1,158389,140993,159716,,,,,,,,,
